country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
Brunei,2000,BRN,326429.0,,0.0,0.0,5.886,-0.092,-1.537,6.965,-0.069,-0.98,21.338,,0.354,18.032,,0.299,,,3.542,10.85,,0.0,221.085,281.498,,72.91,91.139,78.712,57.032,,60239.23,,0.284,0.87,4.203,12.874,24.885,28.24,1.079,3.306,2.223,6.811,0.085,0.259,1.4,4.288,,,19.664,0.0,0.023,0.022,,0.0,0.021,0.016,,0.647,0.075,0.01,0.016,,0.082,0.089,0.018,0.014,,0.017,0.0,0.0,0.0,0.0,9.218,8.123,-2.344,-39.83
Brunei,2001,BRN,333353.0,,0.0,0.0,5.758,-0.128,-2.178,6.8,-0.165,-2.373,20.399,,0.304,17.273,,0.258,,,3.521,10.562,,0.0,226.843,288.298,,73.296,95.039,79.754,58.504,,67067.914,,0.386,1.158,3.9,11.699,25.281,28.66,1.042,3.126,2.657,7.97,0.09,0.269,1.472,4.416,,,22.357,0.0,0.022,0.022,,0.0,0.021,0.016,,0.632,0.075,0.01,0.016,,0.116,0.082,0.019,0.014,,0.017,0.0,0.0,0.0,0.0,9.554,8.428,-2.237,-38.852
Brunei,2002,BRN,340108.0,,0.0,0.0,5.285,-0.473,-8.206,6.263,-0.537,-7.894,18.415,,0.24,15.54,,0.202,,,3.569,10.493,,0.0,232.128,294.561,,73.547,98.74,80.732,59.837,,76759.656,,0.251,0.738,3.701,10.881,21.827,25.042,0.978,2.875,2.125,6.248,0.086,0.254,1.334,3.921,,,26.107,0.0,0.02,0.019,,0.0,0.021,0.016,,0.617,0.075,0.01,0.016,,0.078,0.075,0.016,0.013,,0.017,0.0,0.0,0.0,0.0,8.517,7.424,-1.717,-32.479
Brunei,2003,BRN,346650.0,,0.0,0.0,6.14,0.854,16.162,7.199,0.935,14.934,20.766,,0.267,17.711,,0.227,,,5.623,16.221,,0.0,238.268,301.759,,73.806,103.243,81.791,61.215,,77912.984,,0.259,0.747,4.503,12.99,24.178,27.695,1.059,3.055,2.228,6.427,0.094,0.272,1.378,3.974,,,27.009,0.0,0.022,0.021,,0.0,0.021,0.016,,0.602,0.076,0.01,0.015,,0.075,0.088,0.014,0.013,,0.018,0.0,0.0,0.0,0.0,9.6,8.381,-0.516,-8.412
Brunei,2004,BRN,352921.0,,0.0,0.0,5.967,-0.173,-2.817,6.743,-0.456,-6.329,19.106,,0.225,16.907,,0.199,,,5.458,15.466,,0.0,244.234,308.503,,73.983,107.698,82.567,62.549,,84982.734,,0.178,0.503,4.455,12.624,22.324,25.008,0.776,2.2,1.896,5.371,0.1,0.283,1.334,3.779,,,29.992,0.0,0.021,0.019,,0.0,0.021,0.016,,0.587,0.076,0.01,0.015,,0.052,0.085,0.012,0.012,,0.018,0.0,0.0,0.0,0.0,8.826,7.879,-0.508,-8.519
Brunei,2005,BRN,358930.0,,0.0,0.0,5.429,-0.538,-9.019,6.158,-0.585,-8.681,17.155,,0.182,15.124,,0.161,,,4.974,13.858,,0.0,249.663,314.66,,74.147,111.905,83.296,63.608,,94131.758,,0.163,0.455,4.206,11.719,20.249,22.9,0.729,2.031,1.826,5.088,0.094,0.263,1.059,2.95,,,33.787,0.0,0.018,0.017,,0.0,0.021,0.016,,0.572,0.076,0.01,0.015,,0.047,0.078,0.012,0.01,,0.018,0.0,0.0,0.0,0.0,8.22,7.268,-0.455,-8.374
Brunei,2006,BRN,364670.0,,0.0,0.0,7.144,1.715,31.596,7.936,1.779,28.883,21.763,,0.152,19.589,,0.137,,,5.495,15.068,,0.0,256.807,322.596,,74.443,117.782,84.089,64.579,,142785.906,,0.296,0.811,5.877,16.116,26.428,29.095,0.792,2.173,2.47,6.773,0.11,0.303,0.971,2.663,,,52.07,0.0,0.023,0.022,,0.0,0.021,0.016,,0.56,0.077,0.01,0.015,,0.085,0.106,0.013,0.009,,0.018,0.0,0.0,0.0,0.0,10.61,9.638,-1.649,-23.079
Brunei,2007,BRN,370883.0,,0.0,0.0,8.077,0.933,13.061,9.198,1.262,15.904,24.801,,0.168,21.777,,0.148,,,6.414,17.294,,0.0,264.883,331.795,,74.733,123.721,85.21,66.425,,147383.641,,0.291,0.784,5.939,16.014,28.359,31.686,1.122,3.024,2.418,6.519,0.116,0.314,1.847,4.979,,,54.662,0.0,0.026,0.025,,0.0,0.021,0.016,,0.548,0.078,0.01,0.015,,0.085,0.104,0.02,0.017,,0.018,0.0,0.0,0.0,0.0,11.752,10.518,-1.663,-20.587
Brunei,2008,BRN,377800.0,,0.0,0.0,9.166,1.089,13.482,10.358,1.16,12.606,27.416,,0.184,24.26,,0.163,,,6.839,18.103,,0.0,274.049,342.152,,75.351,130.214,86.403,68.481,,148600.297,,0.617,1.634,6.493,17.185,34.352,37.697,1.192,3.156,3.787,10.024,0.117,0.309,2.056,5.441,,,56.141,0.0,0.029,0.027,,0.0,0.021,0.016,,0.539,0.079,0.011,0.015,,0.185,0.11,0.02,0.018,,0.018,0.0,0.0,0.0,0.0,14.242,12.978,-2.326,-25.381
Brunei,2009,BRN,384965.0,,0.0,0.0,7.745,-1.421,-15.5,9.54,-0.818,-7.895,24.782,,0.256,20.119,,0.208,,,6.761,17.562,,0.0,281.794,351.692,,75.745,135.81,88.198,70.235,,96748.219,,0.395,1.025,5.596,14.536,27.438,32.198,1.795,4.663,2.799,7.27,0.109,0.283,1.754,4.557,,,37.245,0.0,0.025,0.025,,0.0,0.022,0.017,,0.53,0.08,0.011,0.015,,0.12,0.097,0.027,0.016,,0.019,0.0,0.0,0.0,0.0,12.395,10.563,-0.984,-12.709
Brunei,2010,BRN,392340.0,,0.0,0.0,8.017,0.272,3.518,9.542,0.001,0.015,24.32,,0.225,20.435,,0.189,,,6.755,17.217,,0.0,289.811,361.234,,76.046,141.936,89.722,71.825,,108127.867,,0.301,0.767,6.126,15.615,28.816,32.836,1.524,3.885,3.275,8.348,0.11,0.28,1.59,4.053,,,42.423,0.0,0.024,0.024,,0.0,0.022,0.017,,0.519,0.081,0.011,0.015,,0.089,0.099,0.023,0.014,,0.019,0.0,0.0,0.0,0.0,12.883,11.306,-1.262,-15.744
Brunei,2011,BRN,399395.0,,0.0,0.0,9.555,1.538,19.184,11.309,1.767,18.522,28.315,,0.26,23.925,,0.219,,,9.776,24.477,,0.0,299.367,372.543,,76.358,149.224,91.475,73.782,,109107.234,,0.311,0.779,7.288,18.247,33.538,37.947,1.753,4.39,3.823,9.572,0.105,0.264,1.957,4.899,,,43.577,0.0,0.028,0.028,,0.0,0.022,0.017,,0.509,0.082,0.011,0.015,,0.087,0.114,0.027,0.017,,0.019,0.0,0.0,0.0,0.0,15.156,13.395,0.22,2.306
Brunei,2012,BRN,405564.0,,0.0,0.0,9.5,-0.056,-0.582,11.134,-0.174,-1.542,27.454,,0.263,23.424,,0.224,,,9.281,22.884,,0.0,308.866,383.677,,76.679,156.336,93.11,75.848,,104440.531,,0.321,0.792,7.113,17.538,33.263,37.245,1.635,4.03,3.975,9.801,0.115,0.284,2.066,5.093,,,42.357,0.0,0.027,0.027,,0.0,0.022,0.017,,0.499,0.083,0.011,0.015,,0.086,0.109,0.024,0.018,,0.02,0.0,0.0,0.0,0.0,15.105,13.49,-0.219,-2.303
Brunei,2013,BRN,411205.0,,0.0,0.0,7.626,-1.874,-19.724,9.22,-1.914,-17.19,22.423,,0.234,18.546,,0.194,,,8.317,20.225,,0.0,316.492,392.897,,77.025,161.961,94.704,77.504,,95801.016,,0.346,0.841,5.624,13.677,25.033,28.885,1.594,3.877,2.654,6.453,0.118,0.287,1.656,4.027,,,39.394,0.0,0.022,0.022,,0.0,0.022,0.017,,0.489,0.083,0.011,0.015,,0.09,0.086,0.025,0.014,,0.02,0.0,0.0,0.0,0.0,11.878,10.294,0.691,9.056
Brunei,2014,BRN,416757.0,,0.0,0.0,8.831,1.205,15.8,10.544,1.323,14.352,25.299,,0.238,21.19,,0.199,,,8.21,19.701,,0.0,325.323,403.441,,77.395,168.732,96.417,79.193,,106308.477,,0.371,0.89,6.771,16.247,29.278,33.342,1.713,4.109,3.356,8.053,0.112,0.269,1.689,4.053,,,44.305,0.0,0.025,0.025,,0.0,0.022,0.017,,0.48,0.084,0.011,0.015,,0.097,0.103,0.027,0.015,,0.02,0.0,0.0,0.0,0.0,13.895,12.202,-0.621,-7.026
Brunei,2015,BRN,422223.0,,0.0,0.0,6.933,-1.898,-21.489,8.413,-2.131,-20.208,19.925,,0.172,16.421,,0.142,,,7.329,17.357,,0.0,332.257,411.854,,77.792,173.623,97.897,80.838,,115953.25,,0.397,0.94,4.891,11.585,23.874,27.345,1.48,3.505,3.133,7.421,0.112,0.266,1.645,3.896,,,48.958,0.0,0.02,0.02,,0.0,0.022,0.017,,0.471,0.083,0.011,0.015,,0.104,0.073,0.023,0.014,,0.021,0.0,0.0,0.0,0.0,11.545,10.08,0.395,5.702
Brunei,2016,BRN,427571.0,,0.0,0.0,7.633,0.7,10.091,8.955,0.542,6.443,20.944,,0.175,17.852,,0.149,,,6.155,14.394,,0.0,339.89,420.809,,78.281,178.964,99.219,82.641,,119606.797,,0.489,1.143,5.341,12.491,25.577,28.722,1.322,3.092,3.292,7.699,0.113,0.264,1.803,4.218,,,51.14,0.0,0.022,0.022,,0.0,0.022,0.017,,0.463,0.083,0.011,0.015,,0.132,0.077,0.025,0.015,,0.021,0.0,0.0,0.0,0.0,12.281,10.936,-1.478,-19.368
Brunei,2017,BRN,432787.0,,0.0,0.0,9.309,1.676,21.964,10.562,1.607,17.943,24.404,,0.206,21.51,,0.181,,,7.36,17.007,,0.0,349.199,431.371,,78.84,185.786,100.471,84.569,,118640.672,,0.56,1.293,6.822,15.764,28.577,31.361,1.252,2.894,3.045,7.037,0.11,0.253,1.927,4.453,,,51.346,0.0,0.026,0.026,,0.0,0.022,0.018,,0.456,0.083,0.011,0.015,,0.146,0.096,0.024,0.016,,0.021,0.0,0.0,0.0,0.0,13.572,12.368,-1.949,-20.936
Brunei,2018,BRN,437811.0,,0.0,0.0,9.341,0.032,0.341,10.229,-0.333,-3.155,23.363,,0.192,21.336,,0.175,,,8.553,19.537,,0.0,358.54,441.6,,79.252,192.81,101.359,86.474,,121695.086,,0.412,0.941,7.024,16.043,29.199,31.287,0.888,2.027,3.429,7.831,0.114,0.261,1.905,4.352,,,53.279,0.0,0.025,0.025,,0.0,0.022,0.018,,0.448,0.084,0.012,0.015,,0.102,0.095,0.018,0.016,,0.021,0.0,0.0,0.0,0.0,13.698,12.784,-0.788,-8.433
Brunei,2019,BRN,442690.0,,0.0,0.0,9.564,0.223,2.388,10.443,0.214,2.097,23.59,,0.194,21.605,,0.178,0.605,1.366,8.193,18.507,,0.0,368.104,452.043,0.608,79.829,198.782,102.238,88.885,,121644.695,,0.576,1.302,5.972,13.491,29.432,31.503,0.879,1.985,3.327,7.515,0.233,0.526,2.411,5.446,,,53.851,0.0,0.026,0.025,0.004,0.0,0.022,0.018,0.0,0.441,0.084,0.012,0.015,,0.133,0.079,0.018,0.02,,0.021,0.0,0.0,0.0,0.0,13.946,13.029,-1.371,-14.336
Brunei,2020,BRN,447411.0,,0.0,0.0,11.157,1.593,16.655,11.942,1.499,14.357,26.692,,0.204,24.937,,0.191,2.132,4.765,9.155,20.462,,0.0,379.261,463.985,2.74,80.115,204.112,103.023,92.295,,130865.547,,0.286,0.639,5.329,11.912,33.237,35.119,0.785,1.755,3.38,7.555,0.439,0.98,3.41,7.622,,,58.551,0.0,0.032,0.03,0.015,0.0,0.022,0.018,0.0,0.433,0.083,0.012,0.016,,0.071,0.071,0.017,0.031,,0.022,0.0,0.0,0.0,0.0,15.713,14.871,-2.002,-17.946
Brunei,2021,BRN,451722.0,,0.0,0.0,11.709,0.552,4.945,12.406,0.464,3.885,27.465,,0.223,25.92,,0.211,2.744,6.075,7.919,17.532,,0.0,390.97,476.392,5.484,80.52,209.443,103.72,95.523,,123024.211,,0.405,0.897,5.331,11.802,33.336,35.038,0.697,1.544,3.018,6.681,0.444,0.983,3.228,7.146,,,55.573,0.0,0.032,0.03,0.018,0.0,0.023,0.018,0.001,0.426,0.083,0.012,0.016,,0.101,0.068,0.015,0.028,,0.022,0.0,0.0,0.0,0.0,15.828,15.059,-3.789,-32.363
Brunei,2022,BRN,455374.0,,0.0,0.0,12.237,0.528,4.511,12.982,0.576,4.643,28.509,,0.242,26.872,,0.228,2.689,5.906,7.856,17.252,,0.0,403.207,489.374,8.174,80.691,215.181,104.466,99.161,,117670.914,,0.171,0.376,5.738,12.601,31.453,33.213,0.745,1.637,1.741,3.823,0.455,1.0,3.638,7.99,,,53.584,0.0,0.033,0.031,0.017,0.0,0.023,0.018,0.001,0.418,0.083,0.012,0.016,,0.043,0.074,0.016,0.031,,0.022,0.0,0.0,0.0,0.0,15.124,14.323,-4.381,-35.801
Brunei,2023,BRN,458959.0,,0.0,0.0,12.503,0.266,2.171,13.292,0.309,2.383,28.961,,0.245,27.241,,0.23,2.981,6.496,8.876,19.34,,0.0,415.71,502.666,11.155,80.905,220.868,105.255,102.782,,118211.914,,0.214,0.465,5.687,12.391,32.14,33.955,0.789,1.719,1.873,4.082,0.487,1.06,3.621,7.89,,,54.254,0.0,0.033,0.031,0.019,0.0,0.023,0.019,0.001,0.41,0.082,0.012,0.016,,0.052,0.073,0.017,0.029,,0.022,0.0,0.0,0.0,0.0,15.584,14.751,-3.626,-29.004
Brunei,2024,BRN,462734.0,,0.0,0.0,12.052,-0.45,-3.601,12.894,-0.398,-2.993,27.865,,,26.046,,,3.003,6.489,,,,0.0,427.762,515.56,14.158,81.095,225.941,106.096,106.569,,,,0.19,0.411,5.073,10.962,30.428,32.334,0.841,1.818,1.578,3.41,0.569,1.229,3.787,8.184,,,,0.0,0.031,0.03,0.019,0.0,0.023,0.019,0.002,0.403,0.082,0.012,0.017,,0.046,0.063,0.018,0.03,,0.022,0.0,0.0,0.0,0.0,14.962,14.08,,
Cambodia,2000,KHM,12462343.0,20435399154.0,0.0,0.0,1.997,0.103,5.416,59.621,7.24,13.821,4.784,2.918,6.723,0.16,0.098,0.225,,,10.973,0.88,0.537,0.0,28.022,2242.713,,0.0,,4067.538,27.579,,711.57,0.434,0.0,0.0,,,0.4,5.158,57.625,4.624,16.734,1.343,3.413,0.274,1.997,0.16,,,8.868,0.0,0.008,0.188,,0.0,0.003,0.124,,0.0,,0.529,0.008,,0.0,,0.938,0.02,,0.182,0.001,0.002,0.002,0.0,64.275,4.989,8.976,449.484
Cambodia,2001,KHM,12658486.0,21587210573.0,0.0,0.0,2.235,0.238,11.927,58.349,-1.272,-2.133,4.61,2.703,6.187,0.177,0.104,0.237,,,12.024,0.95,0.557,0.0,30.257,2301.062,,0.0,,4123.653,29.814,,744.975,0.437,0.0,0.0,,,0.444,5.062,56.114,4.433,16.848,1.331,3.652,0.288,2.235,0.177,,,9.43,0.0,0.009,0.187,,0.0,0.003,0.125,,0.0,,0.532,0.008,,0.0,,1.028,0.022,,0.183,0.001,0.002,0.002,0.0,64.071,5.616,9.789,437.969
Cambodia,2002,KHM,12855249.0,22474402661.0,0.0,0.0,2.154,-0.081,-3.607,56.058,-2.291,-3.927,4.361,2.494,5.955,0.168,0.096,0.229,,,12.812,0.997,0.57,0.0,32.412,2357.12,,0.0,,4177.557,31.969,,732.305,0.419,0.0,0.0,,,0.426,4.902,53.904,4.193,17.081,1.329,3.67,0.285,2.154,0.168,,,9.414,0.0,0.008,0.173,,0.0,0.003,0.126,,0.0,,0.535,0.008,,0.0,,0.885,0.021,,0.183,0.001,0.002,0.002,0.0,63.016,5.479,10.658,494.696
Cambodia,2003,KHM,13050977.0,23833222981.0,0.0,0.0,2.253,0.099,4.592,60.239,4.181,7.458,4.616,2.528,5.897,0.173,0.095,0.221,,,8.116,0.622,0.341,0.0,34.665,2417.359,,0.0,,4235.542,34.222,,782.703,0.429,0.0,0.0,,,0.438,5.222,57.986,4.443,18.367,1.407,3.887,0.298,2.253,0.173,,,10.215,0.0,0.008,0.172,,0.0,0.003,0.127,,0.0,,0.538,0.009,,0.0,,0.792,0.021,,0.183,0.001,0.002,0.002,0.0,68.149,5.714,5.862,260.155
Cambodia,2004,KHM,13244737.0,25705927295.0,0.0,0.0,2.239,-0.015,-0.65,62.066,1.827,3.033,4.686,2.414,5.873,0.169,0.087,0.212,,,10.219,0.772,0.398,0.0,36.904,2479.425,,0.0,,4295.369,36.461,,797.893,0.411,0.0,0.0,,,0.447,5.252,59.827,4.517,18.048,1.363,4.185,0.316,2.239,0.169,,,10.568,0.0,0.008,0.177,,0.0,0.003,0.128,,0.0,,0.541,0.009,,0.0,,0.928,0.02,,0.184,0.001,0.002,0.002,0.0,69.559,5.922,7.98,356.478
Cambodia,2005,KHM,13439203.0,28474467511.0,0.0,0.0,2.209,-0.029,-1.309,42.17,-19.896,-32.055,3.138,1.481,3.524,0.164,0.078,0.185,,,12.231,0.91,0.43,0.0,39.113,2521.596,,0.0,,4335.33,38.67,,890.318,0.42,0.0,0.0,,,0.418,4.204,39.961,2.973,19.33,1.438,3.749,0.279,2.209,0.164,,,11.965,0.0,0.007,0.119,,0.0,0.003,0.127,,0.0,,0.542,0.009,,0.0,,0.674,0.02,,0.184,0.001,0.002,0.002,0.0,56.498,5.616,10.022,453.603
Cambodia,2006,KHM,13639032.0,30776292972.0,0.0,0.0,2.847,0.638,28.856,33.785,-8.386,-19.886,2.477,1.098,2.609,0.209,0.093,0.22,,,12.637,0.927,0.411,0.0,41.96,2555.38,,0.0,,4366.268,41.517,,949.561,0.421,0.0,0.0,,,0.477,3.706,30.938,2.268,20.34,1.491,4.288,0.314,2.847,0.209,,,12.951,0.0,0.009,0.092,,0.0,0.003,0.127,,0.0,,0.542,0.01,,0.0,,0.513,0.026,,0.183,0.001,0.002,0.002,0.0,50.543,6.505,9.79,343.875
Cambodia,2007,KHM,13841773.0,33022342696.0,0.053,0.004,3.489,0.643,22.569,32.525,-1.259,-3.727,2.35,0.985,2.138,0.252,0.106,0.229,,,12.895,0.932,0.39,0.053,45.45,2587.906,,0.0,,4395.304,44.954,,1099.202,0.461,0.0,0.0,,,0.519,3.577,29.036,2.098,20.696,1.495,4.397,0.318,3.437,0.248,,,15.215,0.005,0.011,0.088,,0.0,0.004,0.126,,0.0,,0.541,0.01,,0.0,,0.519,0.031,,0.183,0.001,0.002,0.002,0.0,49.509,7.187,9.405,269.529
Cambodia,2008,KHM,14053479.0,34271375874.0,0.371,0.026,3.936,0.447,12.806,30.933,-1.592,-4.895,2.201,0.903,1.936,0.28,0.115,0.246,0.048,0.003,14.651,1.043,0.428,0.424,49.386,2618.839,0.491,0.0,,4422.301,48.471,,1137.172,0.466,0.0,0.0,,,0.542,3.464,26.997,1.921,20.919,1.489,4.351,0.31,3.517,0.25,,,15.981,0.033,0.012,0.081,0.0,0.002,0.004,0.125,0.0,0.0,,0.541,0.011,,0.0,,0.454,0.032,,0.182,0.001,0.002,0.002,0.0,48.684,7.616,10.715,272.208
Cambodia,2009,KHM,14276819.0,34042366543.0,0.347,0.024,4.579,0.643,16.336,39.505,8.572,27.71,2.767,1.16,1.997,0.321,0.135,0.232,0.059,0.004,11.629,0.815,0.342,0.771,53.965,2658.344,0.549,0.0,,4457.226,52.645,,1385.545,0.581,0.0,0.0,,,0.584,4.024,34.925,2.446,21.424,1.501,4.591,0.322,4.173,0.292,,,19.781,0.03,0.015,0.104,0.0,0.003,0.004,0.125,0.0,0.0,,0.541,0.011,,0.0,,0.534,0.038,,0.182,0.001,0.002,0.002,0.0,57.443,8.337,7.049,153.938
Cambodia,2010,KHM,14500730.0,34365990229.0,0.37,0.026,5.067,0.488,10.657,40.979,1.474,3.731,2.826,1.192,1.795,0.349,0.147,0.222,0.084,0.006,15.157,1.045,0.441,1.141,59.033,2699.322,0.634,0.0,,4493.137,57.258,,1574.498,0.664,0.0,0.0,,,0.603,4.302,35.911,2.477,21.628,1.492,4.417,0.305,4.613,0.318,,,22.831,0.03,0.015,0.103,0.001,0.004,0.004,0.124,0.0,0.0,,0.541,0.012,,0.0,,0.551,0.041,,0.182,0.001,0.002,0.002,0.0,62.385,8.742,10.09,199.113
Cambodia,2011,KHM,14722587.0,35746712625.0,0.431,0.029,5.271,0.204,4.019,44.358,3.379,8.246,3.013,1.241,1.88,0.358,0.147,0.223,0.099,0.007,21.368,1.451,0.598,1.572,64.304,2743.68,0.733,0.0,,4532.225,61.999,,1602.25,0.66,0.0,0.0,,,0.619,4.894,39.087,2.655,22.445,1.524,4.677,0.318,4.741,0.322,,,23.589,0.032,0.015,0.109,0.001,0.005,0.005,0.124,0.0,0.0,,0.541,0.013,,0.0,,0.611,0.042,,0.182,0.001,0.002,0.002,0.0,72.05,9.108,16.097,305.385
Cambodia,2012,KHM,14945090.0,38360866456.0,0.487,0.033,5.572,0.301,5.716,44.219,-0.139,-0.314,2.959,1.153,1.736,0.373,0.145,0.219,0.132,0.009,20.972,1.403,0.547,2.059,69.876,2787.899,0.864,0.0,,4570.871,66.952,,1703.96,0.664,0.0,0.0,,,0.63,5.143,38.646,2.586,21.911,1.466,4.465,0.299,4.954,0.331,,,25.466,0.035,0.016,0.106,0.001,0.007,0.005,0.124,0.0,0.0,,0.542,0.014,,0.0,,0.578,0.043,,0.182,0.001,0.002,0.003,0.0,76.857,9.413,15.4,276.358
Cambodia,2013,KHM,15170210.0,41183075555.0,0.507,0.033,5.626,0.053,0.958,41.822,-2.396,-5.419,2.757,1.016,1.598,0.371,0.137,0.215,0.198,0.013,21.122,1.392,0.513,2.566,75.502,2829.721,1.062,0.0,,4607.068,71.873,,1725.298,0.636,0.0,0.0,,,0.624,5.273,36.197,2.386,21.768,1.435,4.393,0.29,4.921,0.324,,,26.173,0.035,0.016,0.101,0.001,0.008,0.005,0.123,0.0,0.0,,0.542,0.014,,0.0,,0.573,0.043,,0.182,0.001,0.002,0.003,0.0,79.991,9.474,15.496,275.446
Cambodia,2014,KHM,15396771.0,44124784572.0,0.51,0.033,6.702,1.077,19.137,51.884,10.061,24.058,3.37,1.176,1.88,0.435,0.152,0.243,1.092,0.071,20.74,1.347,0.47,3.077,82.204,2881.605,2.155,0.0,,4652.249,76.973,,1792.547,0.625,0.0,0.0,,,0.694,5.862,45.182,2.934,22.013,1.43,4.507,0.293,5.099,0.331,,,27.599,0.034,0.019,0.124,0.007,0.009,0.006,0.123,0.0,0.0,,0.543,0.015,,0.0,,0.705,0.044,,0.182,0.001,0.002,0.003,0.0,90.261,10.691,14.038,209.45
Cambodia,2015,KHM,15623253.0,47229402407.0,0.653,0.042,8.186,1.484,22.137,50.281,-1.603,-3.089,3.218,1.065,1.573,0.524,0.173,0.256,1.931,0.124,24.283,1.554,0.514,3.73,90.39,2931.886,4.086,0.0,,4694.344,82.575,,2045.979,0.677,0.0,0.0,,,0.791,5.703,42.095,2.694,22.183,1.42,4.875,0.312,5.602,0.359,,,31.965,0.045,0.023,0.12,0.013,0.01,0.006,0.123,0.001,0.0,,0.544,0.016,,0.0,,0.646,0.048,,0.182,0.001,0.002,0.003,0.0,89.092,12.35,16.097,196.635
Cambodia,2016,KHM,15852802.0,50470756754.0,1.421,0.09,10.644,2.457,30.02,58.994,8.713,17.328,3.721,1.169,1.486,0.671,0.211,0.268,2.681,0.169,25.643,1.618,0.508,5.151,101.034,2990.88,6.767,0.0,,4742.694,89.116,,2504.222,0.787,0.0,0.0,,,0.935,5.868,48.35,3.05,22.368,1.411,4.571,0.288,6.542,0.413,,,39.699,0.096,0.03,0.145,0.019,0.014,0.007,0.124,0.001,0.0,,0.546,0.016,,0.0,,0.899,0.055,,0.183,0.001,0.002,0.003,0.0,93.025,14.816,14.999,140.924
Cambodia,2017,KHM,16073374.0,54002196805.0,2.301,0.143,12.087,1.444,13.563,60.604,1.61,2.729,3.77,1.122,1.443,0.752,0.224,0.288,3.166,0.197,25.708,1.599,0.476,7.451,113.121,3051.484,9.932,0.0,,4791.211,95.737,,2612.837,0.778,0.0,0.0,,,1.017,5.775,48.517,3.018,22.949,1.428,5.163,0.321,6.621,0.412,,,41.997,0.153,0.034,0.147,0.022,0.019,0.007,0.124,0.001,0.0,,0.548,0.017,,0.0,,0.914,0.055,,0.183,0.001,0.002,0.003,0.0,92.826,16.34,13.621,112.692
Cambodia,2018,KHM,16274522.0,58035619609.0,3.316,0.204,13.938,1.85,15.309,67.925,7.321,12.08,4.174,1.17,1.376,0.856,0.24,0.282,3.364,0.207,29.745,1.828,0.513,10.767,127.058,3119.409,13.296,0.0,,4845.198,102.996,,3033.558,0.851,0.0,0.0,,,1.118,5.935,53.987,3.317,23.242,1.428,5.264,0.323,7.258,0.446,,,49.37,0.214,0.038,0.163,0.023,0.027,0.008,0.125,0.002,0.0,,0.551,0.018,,0.0,,1.106,0.06,,0.183,0.001,0.002,0.003,0.0,96.588,18.201,15.808,113.419
Cambodia,2019,KHM,16481305.0,62129452776.0,5.007,0.304,18.626,4.689,33.641,75.749,7.824,11.519,4.596,1.219,1.266,1.13,0.3,0.311,4.488,0.272,35.556,2.157,0.572,15.774,145.685,3195.158,17.784,0.0,,4902.321,112.126,,3629.568,0.963,0.0,0.0,,,1.391,6.16,57.123,3.466,23.131,1.403,5.028,0.305,9.131,0.554,,,59.82,0.31,0.05,0.18,0.031,0.038,0.009,0.126,0.002,0.0,,0.555,0.019,,0.0,,1.169,0.074,,0.184,0.001,0.002,0.003,0.0,101.531,22.922,16.93,90.893
Cambodia,2020,KHM,16725484.0,60205930987.0,5.346,0.32,20.991,2.365,12.695,71.907,-3.842,-5.072,4.299,1.194,1.187,1.255,0.349,0.346,6.441,0.385,37.257,2.228,0.619,21.119,166.675,3267.065,24.226,0.0,,4953.237,121.33,,3623.188,1.007,0.0,0.0,,,1.511,5.922,50.916,3.044,23.069,1.379,4.907,0.293,9.204,0.55,,,60.6,0.329,0.06,0.181,0.045,0.049,0.01,0.127,0.003,0.0,,0.558,0.021,,0.0,,1.127,0.084,,0.184,0.001,0.002,0.003,0.0,99.048,25.277,16.266,77.492
